S_N,Site_Name,Site_ID,LAT,LONG,MCC,MNC,Cell_Name,LAC,Cell_ID,NEAREST_FACILITY,Site_ID,Site_RName,Cell_Name
1897,,,8.4679,-13.26989,619,1,,10003,2423,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSK
1898,,,8.4679,-13.26989,619,1,,10003,2424,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSM
1899,,,8.4679,-13.26989,619,1,,10003,2425,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSN
1900,,,8.4679,-13.26989,619,1,,10003,2426,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSP
1901,,,8.4679,-13.26989,619,1,,10003,2427,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSX
1902,,,8.4679,-13.26989,619,1,,10003,2428,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSY
1903,,,8.4679,-13.26989,619,1,,10003,2429,"Scan Drive MCHP(MCHP),Signal Hill Rd(MCHP),Blind School Clinic(Clinic),Wilberforce CHC(CHC),Family Clinic(CHP)",SL0236,Yarms Farm,UYAMSZ
1904,,,8.38399,-13.1228,619,1,,20000,22361,"Sierra Leone Friendship Hospital Jui(Hospital),Jui Police Clinic(CHC),New London MCHP(MCHP),Elshadia(MCHP),Mayemie(MCHP)",SL0236,Yarms Farm,YAMS1
1905,,,8.38399,-13.1228,619,1,,20000,22362,"Sierra Leone Friendship Hospital Jui(Hospital),Jui Police Clinic(CHC),New London MCHP(MCHP),Elshadia(MCHP),Mayemie(MCHP)",SL0236,Yarms Farm,YAMS2
1906,,,8.38399,-13.1228,619,1,,20000,22363,"Sierra Leone Friendship Hospital Jui(Hospital),Jui Police Clinic(CHC),New London MCHP(MCHP),Elshadia(MCHP),Mayemie(MCHP)",SL0236,Yarms Farm,YAMS3
1907,,,8.62186,-10.99451,619,1,,29000,22371,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,KNHGWY1
1908,,,8.62186,-10.99451,619,1,,29000,22373,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,KNHGWY3
1909,,,8.62186,-10.99451,619,1,,29000,22375,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,KNHGWY5
1910,,,8.62186,-10.99451,619,1,,33000,2361,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWI
1911,,,8.62186,-10.99451,619,1,,33000,2362,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWJ
1912,,,8.62186,-10.99451,619,1,,33000,2363,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWK
1913,,,8.62186,-10.99451,619,1,,33000,2364,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWM
1914,,,8.62186,-10.99451,619,1,,33000,2365,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWN
1915,,,8.62186,-10.99451,619,1,,33000,2366,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWP
1916,,,8.62186,-10.99451,619,1,,33000,2367,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWX
1917,,,8.62186,-10.99451,619,1,,33000,2368,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWY
1918,,,8.62186,-10.99451,619,1,,33000,2369,"Koaquima CHC(CHC),Kensay MCHP(MCHP),White House Clinic(Clinic),Adama Matta Memorial Clinic(Clinic),Marie Stopes Clinic Kono(Clinic)",SL0237,Kono Highway,UKNHGWZ
1919,,,8.41077,-13.26557,619,1,,20000,22381,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,ADONK1
1920,,,8.41077,-13.26557,619,1,,20000,22382,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,ADONK2
1921,,,8.41077,-13.26557,619,1,,20000,22383,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,ADONK3
1922,,,8.41077,-13.26557,619,1,,10004,2634,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKM
1923,,,8.41077,-13.26557,619,1,,10004,2635,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKN
1924,,,8.41077,-13.26557,619,1,,10004,2636,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKP
1925,,,8.41077,-13.26557,619,1,,10004,2637,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKX
1926,,,8.41077,-13.26557,619,1,,10004,2638,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKY
1927,,,8.41077,-13.26557,619,1,,10004,2639,"Lakka Government Hospital(Hospital),Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Gloucester(CHP)",SL0238,Adonkia,UADONKZ
1928,,,8.555892,-13.1636,619,1,,22000,22391,"Mamankie MCHP(MCHP),St. John Of God Catholic Hospital(Clinic),Targrin(CHC),Yongoro(CHP),Kasongha  MCHP(MCHP)",SL0239,Lungi Rosint,LNRSNT1
1929,,,8.555892,-13.1636,619,1,,22000,22393,"Mamankie MCHP(MCHP),St. John Of God Catholic Hospital(Clinic),Targrin(CHC),Yongoro(CHP),Kasongha  MCHP(MCHP)",SL0239,Lungi Rosint,LNRSNT3
1930,,,8.555892,-13.1636,619,1,,22000,22394,"Mamankie MCHP(MCHP),St. John Of God Catholic Hospital(Clinic),Targrin(CHC),Yongoro(CHP),Kasongha  MCHP(MCHP)",SL0239,Lungi Rosint,LNRSNT4
1931,,,8.48977,-13.28731,619,1,,21000,22401,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,ABERD1
1932,,,8.48977,-13.28731,619,1,,21000,22402,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,ABERD2
1933,,,8.48977,-13.28731,619,1,,21000,22403,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,ABERD3
1934,,,8.48977,-13.28731,619,1,,10000,30707,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNI
1935,,,8.48977,-13.28731,619,1,,10000,30708,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNJ
1936,,,8.48977,-13.28731,619,1,,10000,30709,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNK
1937,,,8.48977,-13.28731,619,1,,10000,2404,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNM
1938,,,8.48977,-13.28731,619,1,,10000,2405,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNN
1939,,,8.48977,-13.28731,619,1,,10000,2406,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNP
1940,,,8.48977,-13.28731,619,1,,10000,2407,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNX
1941,,,8.48977,-13.28731,619,1,,10000,2408,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNY
1942,,,8.48977,-13.28731,619,1,,10000,2409,"Koya Town(CHC),Murray Town MI Room(CHP),Lumley Government Hospital(Hospital),Marie Stopes (EPI)(Hospital),Blind School Clinic(Clinic)",SL0240,Aberdeen ,UABRDNZ
1943,,,8.42859,-13.28046,619,1,,20000,22411,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,FUNKIA1
1944,,,8.42859,-13.28046,619,1,,20000,22412,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,FUNKIA2
1945,,,8.42859,-13.28046,619,1,,20000,22413,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,FUNKIA3
1946,,,8.42859,-13.28046,619,1,,10004,30211,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAI
1947,,,8.42859,-13.28046,619,1,,10004,30212,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAJ
1948,,,8.42859,-13.28046,619,1,,10004,30213,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAK
1949,,,8.42859,-13.28046,619,1,,10004,2414,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAM
1950,,,8.42859,-13.28046,619,1,,10004,2415,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAN
1951,,,8.42859,-13.28046,619,1,,10004,2416,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAP
1952,,,8.42859,-13.28046,619,1,,10004,2417,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAX
1953,,,8.42859,-13.28046,619,1,,10004,2418,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAY
1954,,,8.42859,-13.28046,619,1,,10004,2419,"Goderich Emergency Surgical Center(Hospital),Mutual Faith Clinic(MCHP),Family Clinic(CHP),Lakka Government Hospital(Hospital),Blind School Clinic(Clinic)",SL0241,MMCET1R,UFNKIAZ
1955,,,7.8818,-11.7808,619,1,,27000,22421,"Tikonko CHC(CHC),Mattru On The Rail(MCHP),Kandeh Town(CHP),Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP)",SL0242,Tinkonko,TIKNKO1
1956,,,7.8818,-11.7808,619,1,,27000,22422,"Tikonko CHC(CHC),Mattru On The Rail(MCHP),Kandeh Town(CHP),Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP)",SL0242,Tinkonko,TIKNKO2
1957,,,7.8818,-11.7808,619,1,,27000,22423,"Tikonko CHC(CHC),Mattru On The Rail(MCHP),Kandeh Town(CHP),Gondama -Tikonko(CHC),Gondama MCHP Moyamba(MCHP)",SL0242,Tinkonko,TIKNKO3
1958,,,8.47895,-13.23697,619,1,,21000,22431,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,HNRYST1
1959,,,8.47895,-13.23697,619,1,,21000,22432,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,HNRYST2
1960,,,8.47895,-13.23697,619,1,,21000,22433,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,HNRYST3
1961,,,8.47895,-13.23697,619,1,,10000,30291,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTI
1962,,,8.47895,-13.23697,619,1,,10000,30292,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTJ
1963,,,8.47895,-13.23697,619,1,,10000,30293,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTK
1964,,,8.47895,-13.23697,619,1,,10000,2434,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTM
1965,,,8.47895,-13.23697,619,1,,10000,2435,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTN
1966,,,8.47895,-13.23697,619,1,,10000,2436,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTP
1967,,,8.47895,-13.23697,619,1,,10000,2437,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTX
1968,,,8.47895,-13.23697,619,1,,10000,2438,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTY
1969,,,8.47895,-13.23697,619,1,,10000,2439,"Mambo (CHP),Parliament(CHP),Sm Broderick School Health Clinic(Clinic),Kroo Bay(CHC),Connaught Hospital Mortuary(Hospital)",SL0243,Henry Street,UHNRSTZ
1970,,,9.16059,-11.39038,619,1,,29000,22441,"Alikalia (MCHP),Kumala (CHP),Kunya MCHP(MCHP),Foria (MCHP),Yiffin CHC(CHC)",SL0244,Alikalia,ALKIA1
1971,,,9.16059,-11.39038,619,1,,29000,22442,"Alikalia (MCHP),Kumala (CHP),Kunya MCHP(MCHP),Foria (MCHP),Yiffin CHC(CHC)",SL0244,Alikalia,ALKIA2
1972,,,9.16059,-11.39038,619,1,,29000,22443,"Alikalia (MCHP),Kumala (CHP),Kunya MCHP(MCHP),Foria (MCHP),Yiffin CHC(CHC)",SL0244,Alikalia,ALKIA3
1973,,,9.16059,-11.39038,619,1,,29000,22445,"Alikalia (MCHP),Kumala (CHP),Kunya MCHP(MCHP),Foria (MCHP),Yiffin CHC(CHC)",SL0244,Alikalia,ALKIA5
1974,,,8.458791,-13.271004,619,1,,21000,22451,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,Amadu Lane,AMADU1
1975,,,8.458791,-13.271004,619,1,,21000,22452,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,Amadu Lane,AMADU2
1976,,,8.458791,-13.271004,619,1,,21000,22453,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,Amadu Lane,AMADU3
1977,,,8.458791,-13.271004,619,1,,10000,31001,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUI
1978,,,8.458791,-13.271004,619,1,,10000,31002,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUJ
1979,,,8.458791,-13.271004,619,1,,10000,31003,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUK
1980,,,8.458791,-13.271004,619,1,,10000,2654,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUM
1981,,,8.458791,-13.271004,619,1,,10000,2655,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUN
1982,,,8.458791,-13.271004,619,1,,10000,2656,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUP
1983,,,8.458791,-13.271004,619,1,,10000,2657,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUX
1984,,,8.458791,-13.271004,619,1,,10000,2658,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUY
1985,,,8.458791,-13.271004,619,1,,10000,2659,"Family Clinic(CHP),Blind School Clinic(Clinic),Scan Drive MCHP(MCHP),Wilberforce CHC(CHC),Signal Hill Rd(MCHP)",SL0245,AMADU LANE,UAMADUZ
1986,,,8.81762,-13.12554,619,1,,23000,22461,"Kalangba(MCHP),Gbainty-Wallah(CHP),Tombo Wallah CHP(CHP),Kagbulor(CHP),Kalainkay MCHP(MCHP)",SL0246,Babarah,BABARA1
1987,,,8.81762,-13.12554,619,1,,23000,22462,"Kalangba(MCHP),Gbainty-Wallah(CHP),Tombo Wallah CHP(CHP),Kagbulor(CHP),Kalainkay MCHP(MCHP)",SL0246,Babarah,BABARA2
1988,,,8.81762,-13.12554,619,1,,23000,22463,"Kalangba(MCHP),Gbainty-Wallah(CHP),Tombo Wallah CHP(CHP),Kagbulor(CHP),Kalainkay MCHP(MCHP)",SL0246,Babarah,BABARA3
1989,,,8.422961,-11.676826,619,1,,25000,22471,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0247,Baomahun,BAOMA1
1990,,,8.422961,-11.676826,619,1,,25000,22472,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0247,Baomahun,BAOMA2
1991,,,8.422961,-11.676826,619,1,,25000,22473,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0247,Baomahun,BAOMA3
1992,,,8.422961,-11.676826,619,1,,35000,32477,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0247,Baomahun,UBAOMAX
1993,,,8.121703,-11.70065,619,1,,25000,22481,"Ndambala(CHC),Damballa(CHC),Nengbema(CHP),Praise Foundation(CHC),Gbangba(MCHP)",SL0248,Dambala,DAMBA1
1994,,,8.121703,-11.70065,619,1,,25000,22482,"Ndambala(CHC),Damballa(CHC),Nengbema(CHP),Praise Foundation(CHC),Gbangba(MCHP)",SL0248,Dambala,DAMBA2
1995,,,8.121703,-11.70065,619,1,,25000,22483,"Ndambala(CHC),Damballa(CHC),Nengbema(CHP),Praise Foundation(CHC),Gbangba(MCHP)",SL0248,Dambala,DAMBA3
1996,,,8.422961,-11.676826,619,1,,35000,32478,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0248,Baomahun,UBAOMAY
1997,,,8.489886,-13.234207,619,1,,22000,22494,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UBA4
1998,,,8.489886,-13.234207,619,1,,22000,22495,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UBA5
1999,,,8.489886,-13.234207,619,1,,22000,22496,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UBA6
2000,,,8.422961,-11.676826,619,1,,35000,32479,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0249,Baomahun,UBAOMAZ
2001,,,8.489637,-13.234015,619,1,,10003,30561,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAI
2002,,,8.489637,-13.234015,619,1,,10003,30562,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAJ
2003,,,8.489637,-13.234015,619,1,,10003,30563,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAK
2004,,,8.489637,-13.234015,619,1,,10003,2614,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAM
2005,,,8.489637,-13.234015,619,1,,10003,2615,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAN
2006,,,8.489637,-13.234015,619,1,,10003,2616,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAP
2007,,,8.489637,-13.234015,619,1,,10003,2617,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAX
2008,,,8.489637,-13.234015,619,1,,10003,2618,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAY
2009,,,8.489637,-13.234015,619,1,,10003,2619,"Wesleyan Clinic(CHP),Connaught Hospital Mortuary(Hospital),Susan's Bay(CHC),Kroo Bay(CHC),Parliament(CHP)",SL0249,UBA,UUBAZ
2010,,,9.931788,-11.639723,619,1,,29000,22501,"Gbentu(CHP),Hamadalai (MCHP),Kamba Mamudia (MCHP),Fullamansa(MCHP),Thellia(MCHP)",SL0250,Gbentu,GBENTU1
2011,,,9.931788,-11.639723,619,1,,29000,22502,"Gbentu(CHP),Hamadalai (MCHP),Kamba Mamudia (MCHP),Fullamansa(MCHP),Thellia(MCHP)",SL0250,Gbentu,GBENTU2
2012,,,9.931788,-11.639723,619,1,,29000,22503,"Gbentu(CHP),Hamadalai (MCHP),Kamba Mamudia (MCHP),Fullamansa(MCHP),Thellia(MCHP)",SL0250,Gbentu,GBENTU3
2013,,,8.422961,-11.676826,619,1,,35000,32474,"Baomahun(CHC),Foya(CHP),Mongere(CHC),Jalihun(CHC),Masaba MCHP(MCHP)",SL0250,Baomahun,UBAOMAM
2014,,,9.705403,-11.109053,619,1,,29000,22511,"Kombili(MCHP),Gberia Timbako MCHP(MCHP),Wolio (MCHP),Serekolia MCHP(MCHP),Kamadugu Badala (MCHP)",SL0251,Gberia,GBERIA1
